Y ear ,Month ,Entity ID ,Entity Name ,Plant Producer Type ,Plant Name ,Plant State ,Plant ID ,Generator ID ,Net Summer Capacity (MW) ,T echnology ,Energy Source Code ,Prime Mover Code 
2017,12,14328,Pacific Gas & Electric Co ,Electric Utility ,Cow Creek ,CA ,229,2,0.9,Conventional Hydroelectric ,WAT ,HY 
2017,12,14328,Pacific Gas & Electric Co ,Electric Utility ,Kilarc ,CA ,253,1,1.6,Conventional Hydroelectric ,WAT ,HY 
2017,12,14328,Pacific Gas & Electric Co ,Electric Utility ,Kilarc ,CA ,253,2,1.6,Conventional Hydroelectric ,WAT ,HY 
2017,12,15466,Public Service Co of Colorado ,Electric Utility ,Valmont ,CO ,477,5,184.0,Conventional Steam Coal ,BIT ,ST 
2017,12,15473,Public Service Co of NM ,Electric Utility ,San Juan ,NM ,2451,2,340.0,Conventional Steam Coal ,BIT ,ST 
2017,12,15473,Public Service Co of NM ,Electric Utility ,San Juan ,NM ,2451,3,497.0,Conventional Steam Coal ,BIT ,ST 
2017,12,18642,Tennessee Valley Authority ,Electric Utility ,Johnsonville ,TN ,3406,1,107.0,Conventional Steam Coal ,SUB ,ST 
2017,12,18642,Tennessee Valley Authority ,Electric Utility ,Johnsonville ,TN ,3406,2,107.0,Conventional Steam Coal ,SUB ,ST 
2017,12,18642,Tennessee Valley Authority ,Electric Utility ,Johnsonville ,TN ,3406,3,107.0,Conventional Steam Coal ,SUB ,ST 
2017,12,18642,Tennessee Valley Authority ,Electric Utility ,Johnsonville ,TN ,3406,4,107.0,Conventional Steam Coal ,SUB ,ST 
2018,1,12541,City of Milford - (IA) ,Electric Utility ,Milford ,IA ,1164,1,0.6,Petroleum Liquids ,DFO ,IC 
2018,1,12541,City of Milford - (IA) ,Electric Utility ,Milford ,IA ,1164,4,0.5,Petroleum Liquids ,DFO ,IC 
2018,1,17891,City of St Marys - (OH) ,Electric Utility ,St Marys ,OH ,2942,7,12.0,Petroleum Liquids ,DFO ,GT 
2018,4,18445,City of Tallahassee - (FL) ,Electric Utility ,Arvah B Hopkins ,FL ,688,GT2 ,24.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2018,4,6455,"Duke Energy Florida, Inc ",Electric Utility ,Crystal River ,FL ,628,1,370.0,Conventional Steam Coal ,BIT ,ST 
2018,4,6455,"Duke Energy Florida, Inc ",Electric Utility ,Crystal River ,FL ,628,2,499.0,Conventional Steam Coal ,BIT ,ST 
2018,6,9397,International Turbine Res Inc ,IPP ,Dinosaur Point ,CA ,10005,WTGS ,17.0,Onshore Wind Turbine ,WND ,WT 
2018,7,7308,Hawkeye Energy Greenport LLC ,IPP ,Hawkeye Energy Greenport LLC ,NY ,55969,U-01 ,52.7,Petroleum Liquids ,KER ,GT 
2018,7,15466,Public Service Co of Colorado ,Electric Utility ,Salida ,CO ,474,1,0.8,Conventional Hydroelectric ,WAT ,HY 
2018,9,17166,Sierra Pacific Power Co ,Electric Utility ,Fort Churchill ,NV ,2330,1,113.0,Natural Gas Steam Turbine ,NG ,ST 
2018,10,56997,Marina Energy LLC ,Commercial ,Stockton Athletic Center ,NJ ,57864,2LOT7 ,0.5,Solar Photovoltaic ,SUN ,PV 
2018,10,56516,"Morris Energy Operations Company, LLC ",Electric CHP ,Bayonne Plant Holding LLC ,NJ ,50497,GTG1 ,163.0,Natural Gas Fired Combined Cycle ,NG ,CT 
2018,10,56516,"Morris Energy Operations Company, LLC ",Electric CHP ,Bayonne Plant Holding LLC ,NJ ,50497,GTG2 ,,Natural Gas Fired Combined Cycle ,NG ,CT 
2018,10,56516,"Morris Energy Operations Company, LLC ",Electric CHP ,Bayonne Plant Holding LLC ,NJ ,50497,GTG3 ,,Natural Gas Fired Combined Cycle ,NG ,CT 
2018,10,56516,"Morris Energy Operations Company, LLC ",Electric CHP ,Bayonne Plant Holding LLC ,NJ ,50497,STG1 ,,Natural Gas Fired Combined Cycle ,NG ,CA 
2018,12,16604,City of San Antonio - (TX) ,Electric Utility ,J T Deely ,TX ,6181,1,420.0,Conventional Steam Coal ,SUB ,ST 
2018,12,16604,City of San Antonio - (TX) ,Electric Utility ,J T Deely ,TX ,6181,2,420.0,Conventional Steam Coal ,SUB ,ST 
2018,12,12384,Midwest Generations EME LLC ,IPP ,Will County ,IL ,884,4,510.0,Conventional Steam Coal ,SUB ,ST 
2018,12,12686,Mississippi Power Co ,Electric Utility ,Sweatt ,MS ,2048,1,46.0,Natural Gas Steam Turbine ,NG ,ST 
2018,12,12686,Mississippi Power Co ,Electric Utility ,Sweatt ,MS ,2048,2,46.0,Natural Gas Steam Turbine ,NG ,ST 
2018,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Edgewater ,WI ,4050,4,302.4,Conventional Steam Coal ,SUB ,ST 
2019,6,29926,Entergy Nuclear Generation Co ,IPP ,Pilgrim Nuclear Power Station ,MA ,1590,1,682.3,Nuclear ,NUC ,ST 
2019,8,14624,PUD No 2 of Grant County ,Electric Utility ,W anapum ,WA ,3888,8,103.8,Conventional Hydroelectric ,WAT ,HY 
2019,9,17166,Sierra Pacific Power Co ,Electric Utility ,Brunswick ,NV ,6510,1,2.0,Petroleum Liquids ,DFO ,IC 
2019,9,17166,Sierra Pacific Power Co ,Electric Utility ,Brunswick ,NV ,6510,2,2.0,Petroleum Liquids ,DFO ,IC 
2019,9,17166,Sierra Pacific Power Co ,Electric Utility ,Brunswick ,NV ,6510,3,2.0,Petroleum Liquids ,DFO ,IC 
2019,10,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,1,175.0,Natural Gas Steam Turbine ,NG ,ST 
2019,10,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,2,175.0,Natural Gas Steam Turbine ,NG ,ST 
2019,10,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,5,485.0,Natural Gas Steam Turbine ,NG ,ST 
2019,10,23693,AES Huntington Beach LLC ,IPP ,AES Huntington Beach LLC ,CA ,335,1,225.8,Natural Gas Steam Turbine ,NG ,ST 
2019,10,22484,AES Redondo Beach LLC ,IPP ,AES Redondo Beach LLC ,CA ,356,7,480.0,Natural Gas Steam Turbine ,NG ,ST 
2019,11,3046,Duke Energy Progress - (NC) ,Electric Utility ,Asheville ,NC ,2706,1,189.0,Conventional Steam Coal ,BIT ,ST 
2019,11,3046,Duke Energy Progress - (NC) ,Electric Utility ,Asheville ,NC ,2706,2,189.0,Conventional Steam Coal ,BIT ,ST 
2019,12,195,Alabama Power Co ,Electric Utility ,Barry ,AL ,3,1,55.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,195,Alabama Power Co ,Electric Utility ,Barry ,AL ,3,2,55.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,195,Alabama Power Co ,Electric Utility ,Gadsden ,AL ,7,1,64.0,Conventional Steam Coal ,BIT ,ST 
2019,12,195,Alabama Power Co ,Electric Utility ,Gadsden ,AL ,7,2,66.0,Conventional Steam Coal ,BIT ,ST 
2019,12,56706,Chevron Technology Ventures ,IPP ,Questa Solar Facility ,NM ,57369,QST ,1.0,Solar Photovoltaic ,SUN ,PV 
2019,12,54802,Dynegy -Moss Landing LLC ,IPP ,Dynegy Moss Landing Power Plant ,CA ,260,6,754.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,54802,Dynegy -Moss Landing LLC ,IPP ,Dynegy Moss Landing Power Plant ,CA ,260,7,755.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,5701,El Paso Electric Co ,Electric Utility ,Newman ,TX ,3456,1,74.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,5701,El Paso Electric Co ,Electric Utility ,Newman ,TX ,3456,3,102.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,55951,Exelon Nuclear ,IPP ,Oyster Creek ,NJ ,2388,1,607.7,Nuclear ,NUC ,ST 
2019,12,56211,KCP&L Greater Missouri Operations Co ,Electric Utility ,Sibley ,MO ,2094,1,49.8,Conventional Steam Coal ,SUB ,ST 
2019,12,56211,KCP&L Greater Missouri Operations Co ,Electric Utility ,Sibley ,MO ,2094,2,47.1,Conventional Steam Coal ,SUB ,ST 
2019,12,11820,Massachusetts Inst of Tech ,Commercial ,Mass Inst Tech Cntrl Utilities/Cogen Plt ,MA ,54907,CTG1 ,19.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2019,12,12686,Mississippi Power Co ,Electric Utility ,Jack Watson ,MS ,2049,3,107.0,Natural Gas Steam Turbine ,NG ,ST 
2019,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Rock River ,WI ,4057,3,24.8,Natural Gas Fired Combustion Turbine ,NG ,GT 
2019,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Rock River ,WI ,4057,4,14.4,Natural Gas Fired Combustion Turbine ,NG ,GT 
2019,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Rock River ,WI ,4057,5,44.1,Natural Gas Fired Combustion Turbine ,NG ,GT 
2019,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Rock River ,WI ,4057,6,44.6,Natural Gas Fired Combustion Turbine ,NG ,GT 
2019,12,20856,Wisconsin Power & Light Co ,Electric Utility ,Sheepskin ,WI ,4059,1,28.4,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,1,21622,The University of Texas at Dallas ,Commercial ,University of Texas at Dallas ,TX ,54607,GEN1 ,3.5,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,1,20847,Wisconsin Electric Power Co ,Electric Utility ,Presque Isle ,MI ,1769,5,55.0,Conventional Steam Coal ,SUB ,ST 
2020,1,20847,Wisconsin Electric Power Co ,Electric Utility ,Presque Isle ,MI ,1769,6,55.0,Conventional Steam Coal ,SUB ,ST 
2020,1,20847,Wisconsin Electric Power Co ,Electric Utility ,Presque Isle ,MI ,1769,7,78.0,Conventional Steam Coal ,SUB ,ST 
2020,1,20847,Wisconsin Electric Power Co ,Electric Utility ,Presque Isle ,MI ,1769,8,78.0,Conventional Steam Coal ,SUB ,ST 
2020,1,20847,Wisconsin Electric Power Co ,Electric Utility ,Presque Isle ,MI ,1769,9,78.0,Conventional Steam Coal ,SUB ,ST 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Avon Park ,FL ,624,P1 ,24.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Avon Park ,FL ,624,P2 ,24.0,Petroleum Liquids ,DFO ,GT 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Higgins ,FL ,630,P1 ,20.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Higgins ,FL ,630,P2 ,25.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Higgins ,FL ,630,P3 ,32.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,5,6455,"Duke Energy Florida, Inc ",Electric Utility ,Higgins ,FL ,630,P4 ,32.0,Natural Gas Fired Combustion Turbine ,NG ,GT 
2020,5,12653,GenOn Mid-Atlantic LLC ,IPP ,Dickerson ,MD ,1572,2,173.0,Conventional Steam Coal ,BIT ,ST 
2020,5,12653,GenOn Mid-Atlantic LLC ,IPP ,Dickerson ,MD ,1572,3,173.0,Conventional Steam Coal ,BIT ,ST 
2020,5,12653,GenOn Mid-Atlantic LLC ,IPP ,Dickerson ,MD ,1572,ST1 ,173.0,Conventional Steam Coal ,BIT ,ST 
2020,6,58177,Raven Power Holdings LLC ,IPP ,C P Crane ,MD ,1552,1,190.0,Conventional Steam Coal ,SUB ,ST 
2020,6,58177,Raven Power Holdings LLC ,IPP ,C P Crane ,MD ,1552,2,195.0,Conventional Steam Coal ,SUB ,ST 
2020,6,58177,Raven Power Holdings LLC ,IPP ,Herbert A Wagner ,MD ,1554,2,118.0,Conventional Steam Coal ,BIT ,ST 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN1 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN2 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN3 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN4 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN5 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN6 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,9,14173,Oroville Cogeneration LP ,Industrial ,Oroville Cogeneration LP ,CA ,54477,GEN7 ,1.1,Natural Gas Internal Combustion Engine ,NG ,IC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL00 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL01 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL02 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL03 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL04 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL05 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL06 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL07 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL08 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL09 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,11,56778,Bloom Energy 2009 PPA ,IPP ,Caltech Central ,CA ,57460,CL10 ,0.1,Other Waste Biomass ,OBG ,FC 
2020,12,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,3,332.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,4,335.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,22148,AES Alamitos LLC ,IPP ,AES Alamitos LLC ,CA ,315,6,495.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,23693,AES Huntington Beach LLC ,IPP ,AES Huntington Beach LLC ,CA ,335,2,225.8,Natural Gas Steam Turbine ,NG ,ST 
2020,12,22484,AES Redondo Beach LLC ,IPP ,AES Redondo Beach LLC ,CA ,356,5,175.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,22484,AES Redondo Beach LLC ,IPP ,AES Redondo Beach LLC ,CA ,356,6,175.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,22484,AES Redondo Beach LLC ,IPP ,AES Redondo Beach LLC ,CA ,356,8,480.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,1,174.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,11208,Los Angeles Department of Water & Power ,Electric Utility ,Scattergood ,CA ,404,2,177.0,Natural Gas Steam Turbine ,NG ,ST 
2020,12,14232,Otter Tail Power Co ,Electric Utility ,Hoot Lake ,MN ,1943,2,58.0,Conventional Steam Coal ,SUB ,ST 
2020,12,14232,Otter Tail Power Co ,Electric Utility ,Hoot Lake ,MN ,1943,3,80.0,Conventional Steam Coal ,SUB ,ST 
2020,12,14232,Otter Tail Power Co ,Electric Utility ,Hoot Lake ,MN ,1943,D1 ,0.2,Petroleum Liquids ,DFO ,IC 
2020,12,14232,Otter Tail Power Co ,Electric Utility ,Hoot Lake ,MN ,1943,D2 ,0.1,Petroleum Liquids ,DFO ,IC 
2020,12,19099,TransAlta Centralia Gen LLC ,IPP ,Transalta Centralia Generation ,WA ,3845,1,670.0,Conventional Steam Coal ,SUB ,ST 
2021,1,18445,City of Tallahassee - (FL) ,Electric Utility ,Arvah B Hopkins ,FL ,688,1,76.0,Natural Gas Steam Turbine ,NG ,ST 
2021,1,15248,Portland General Electric Co ,Electric Utility ,Boardman ,OR ,6106,1,585.0,Conventional Steam Coal ,SUB ,ST 
2021,5,58435,Collinwood BioEnergy ,Industrial ,Collinwood BioEnergy Facility ,OH ,58439,CBE01 ,1.0,Other Waste Biomass ,OBG ,IC 
2021,9,17166,Sierra Pacific Power Co ,Electric Utility ,Fort Churchill ,NV ,2330,2,113.0,Natural Gas Steam Turbine ,NG ,ST 
2021,12,56211,KCP&L Greater Missouri Operations Co ,Electric Utility ,Lake Road (MO) ,MO ,2098,4,96.3,Natural Gas Steam Turbine ,NG ,ST 
2021,12,10000,Kansas City Power & Light Co ,Electric Utility ,Montrose ,MO ,2080,2,164.0,Conventional Steam Coal ,SUB ,ST 
2021,12,10000,Kansas City Power & Light Co ,Electric Utility ,Montrose ,MO ,2080,3,176.0,Conventional Steam Coal ,SUB ,ST 
2021,12,17166,Sierra Pacific Power Co ,Electric Utility ,North Valmy ,NV ,8224,1,254.0,Conventional Steam Coal ,SUB ,ST 
2022,1,59409,Eco Services Operations LLC ,Industrial ,Houston Plant ,TX ,52065,GEN2 ,1.5,All Other ,WH ,ST 
2022,8,6909,Gainesville Regional Utilities ,Electric Utility ,Deerhaven Generating Station ,FL ,663,1,75.0,Natural Gas Steam Turbine ,NG ,ST 
2022,9,177,AES Hawaii Inc ,Electric CHP ,AES Hawaii ,HI ,10673,GEN1 ,180.0,Conventional Steam Coal ,BIT ,ST 
2023,1,11135,City of Logan - (UT) ,Electric Utility ,Hydro III ,UT ,3675,HY1 ,0.7,Conventional Hydroelectric ,WAT ,HY 
2023,1,11135,City of Logan - (UT) ,Electric Utility ,Hydro III ,UT ,3675,HY2 ,0.7,Conventional Hydroelectric ,WAT ,HY 
2023,3,57173,AC Landfill Energy LLC ,IPP ,AC Landfill Energy LLC ,NJ ,57845,UNIT1 ,1.5,Landfill Gas ,LFG ,IC 
2023,3,57173,AC Landfill Energy LLC ,IPP ,AC Landfill Energy LLC ,NJ ,57845,UNIT2 ,1.8,Landfill Gas ,LFG ,IC 
2023,3,57173,AC Landfill Energy LLC ,IPP ,AC Landfill Energy LLC ,NJ ,57845,UNIT3 ,1.8,Landfill Gas ,LFG ,IC 
2023,3,13399,Nevada Cogeneration Assoc # 1 ,Electric CHP ,Nevada Cogen Assoc#1 GarnetVly ,NV ,54350,GTA ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13399,Nevada Cogeneration Assoc # 1 ,Electric CHP ,Nevada Cogen Assoc#1 GarnetVly ,NV ,54350,GTB ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13399,Nevada Cogeneration Assoc # 1 ,Electric CHP ,Nevada Cogen Assoc#1 GarnetVly ,NV ,54350,GTC ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13399,Nevada Cogeneration Assoc # 1 ,Electric CHP ,Nevada Cogen Assoc#1 GarnetVly ,NV ,54350,STM ,24.0,Natural Gas Fired Combined Cycle ,NG ,CA 
2023,3,13365,Nevada Cogeneration Assoc # 2 ,Electric CHP ,Nevada Cogen Associates 2 Black Mountain ,NV ,54349,GTA ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13365,Nevada Cogeneration Assoc # 2 ,Electric CHP ,Nevada Cogen Associates 2 Black Mountain ,NV ,54349,GTB ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13365,Nevada Cogeneration Assoc # 2 ,Electric CHP ,Nevada Cogen Associates 2 Black Mountain ,NV ,54349,GTC ,21.7,Natural Gas Fired Combined Cycle ,NG ,CT 
2023,3,13365,Nevada Cogeneration Assoc # 2 ,Electric CHP ,Nevada Cogen Associates 2 Black Mountain ,NV ,54349,STM ,28.0,Natural Gas Fired Combined Cycle ,NG ,CA 
2023,12,13781,Northern States Power Co - Minnesota ,Electric Utility ,Cornell ,WI ,6086,4,0.4,Conventional Hydroelectric ,WAT ,HY 
2023,12,14063,Oklahoma Gas & Electric Co ,Electric Utility ,Horseshoe Lake ,OK ,2951,6,167.8,Natural Gas Steam Turbine ,NG ,ST 
2024,7,1951,White Pine Electric Power LLC ,IPP ,White Pine Electric Power ,MI ,10148,GEN1 ,18.0,Natural Gas Steam Turbine ,NG ,ST 
2024,7,1951,White Pine Electric Power LLC ,IPP ,White Pine Electric Power ,MI ,10148,GEN3 ,18.0,Natural Gas Steam Turbine ,NG ,ST 
2025,12,19099,TransAlta Centralia Gen LLC ,IPP ,Transalta Centralia Generation ,WA ,3845,2,670.0,Conventional Steam Coal ,SUB ,ST 
2028,12,17539,South Carolina Electric&Gas Company ,Electric Utility ,McMeekin ,SC ,3287,1,125.0,Conventional Steam Coal ,BIT ,ST 
2028,12,17539,South Carolina Electric&Gas Company ,Electric Utility ,McMeekin ,SC ,3287,2,125.0,Conventional Steam Coal ,BIT ,ST 
2034,6,58944,"Enerparc CA 1, LLC ",IPP ,Enerparc CA1 LLC ,CA ,59122,ECA11 ,1.5,Solar Photovoltaic ,SUN ,PV 
2045,,195,Alabama Power Co ,Electric Utility ,Holt Dam ,AL ,12,1,45.0,Conventional Hydroelectric ,WAT ,HY 